"","death","cvd","resp","temp","rhum","time","year","month","day","season"
"455",114,49,11,59,NA,455,1998,3,90,"Winter"
"456",89,32,8,44,NA,456,1998,4,91,"Spring"
"457",95,45,3,44,NA,457,1998,4,92,"Spring"
"458",102,51,1,41,NA,458,1998,4,93,"Spring"
"459",113,53,10,41,NA,459,1998,4,94,"Spring"
"460",101,41,10,41,NA,460,1998,4,95,"Spring"
"461",105,45,6,48,NA,461,1998,4,96,"Spring"
"462",100,41,5,52,NA,462,1998,4,97,"Spring"
"463",103,49,6,48,NA,463,1998,4,98,"Spring"
"464",107,46,6,43,NA,464,1998,4,99,"Spring"
"465",109,51,4,46,NA,465,1998,4,100,"Spring"
"466",91,31,10,50,NA,466,1998,4,101,"Spring"
"467",115,59,8,64,NA,467,1998,4,102,"Spring"
"468",111,50,10,62,NA,468,1998,4,103,"Spring"
"469",111,38,11,58,NA,469,1998,4,104,"Spring"
"470",112,49,3,53,NA,470,1998,4,105,"Spring"
"471",102,45,10,42,NA,471,1998,4,106,"Spring"
"472",111,58,7,45,NA,472,1998,4,107,"Spring"
"473",113,49,15,50,NA,473,1998,4,108,"Spring"
"474",99,36,15,52,NA,474,1998,4,109,"Spring"
"475",100,40,9,52,NA,475,1998,4,110,"Spring"
"476",99,39,7,50,NA,476,1998,4,111,"Spring"
"477",95,33,8,53,NA,477,1998,4,112,"Spring"
"478",104,44,9,56,NA,478,1998,4,113,"Spring"
"479",99,43,4,62,NA,479,1998,4,114,"Spring"
"480",113,45,14,56,NA,480,1998,4,115,"Spring"
"481",103,51,10,48,NA,481,1998,4,116,"Spring"
"482",92,36,9,45,NA,482,1998,4,117,"Spring"
"483",92,39,8,46,NA,483,1998,4,118,"Spring"
"484",102,52,7,54,NA,484,1998,4,119,"Spring"
"485",107,43,9,55,NA,485,1998,4,120,"Spring"
"486",108,52,5,59,NA,486,1998,5,121,"Spring"
"487",99,45,4,57,NA,487,1998,5,122,"Spring"
"488",93,34,9,53,NA,488,1998,5,123,"Spring"
"489",119,56,5,60,NA,489,1998,5,124,"Spring"
"490",115,43,11,62,NA,490,1998,5,125,"Spring"
"491",99,44,9,68,NA,491,1998,5,126,"Spring"
"492",80,31,3,57,NA,492,1998,5,127,"Spring"
"493",92,44,8,62,NA,493,1998,5,128,"Spring"
"494",110,51,8,58,NA,494,1998,5,129,"Spring"
"495",115,40,11,58,NA,495,1998,5,130,"Spring"
"496",101,46,8,61,NA,496,1998,5,131,"Spring"
"497",107,57,7,63,NA,497,1998,5,132,"Spring"
"498",112,41,4,68,NA,498,1998,5,133,"Spring"
"499",117,54,7,68,NA,499,1998,5,134,"Spring"
"500",117,56,7,75,NA,500,1998,5,135,"Spring"
"501",85,40,6,72,NA,501,1998,5,136,"Spring"
"502",120,55,8,68,NA,502,1998,5,137,"Spring"
"503",112,54,10,76,NA,503,1998,5,138,"Spring"
"504",137,63,10,79,NA,504,1998,5,139,"Spring"
"505",88,32,10,65,NA,505,1998,5,140,"Spring"
"506",101,40,5,64,NA,506,1998,5,141,"Spring"
"507",93,39,8,57,NA,507,1998,5,142,"Spring"
"508",100,37,14,61,NA,508,1998,5,143,"Spring"
"509",86,30,5,61,NA,509,1998,5,144,"Spring"
"510",87,32,9,62,NA,510,1998,5,145,"Spring"
"511",93,35,8,63,NA,511,1998,5,146,"Spring"
"512",106,43,9,67,NA,512,1998,5,147,"Spring"
"513",98,43,3,75,NA,513,1998,5,148,"Spring"
"514",114,49,11,74,NA,514,1998,5,149,"Spring"
"515",128,57,7,73,NA,515,1998,5,150,"Spring"
"516",118,50,9,70,NA,516,1998,5,151,"Spring"
"517",100,36,8,63,NA,517,1998,6,152,"Spring"
"518",103,42,1,63,NA,518,1998,6,153,"Spring"
"519",83,38,3,55,NA,519,1998,6,154,"Spring"
"520",109,42,5,56,NA,520,1998,6,155,"Spring"
"521",97,29,16,50,NA,521,1998,6,156,"Spring"
"522",107,51,3,54,NA,522,1998,6,157,"Spring"
"523",108,43,4,58,NA,523,1998,6,158,"Spring"
"524",113,49,8,56,NA,524,1998,6,159,"Spring"
"525",109,37,8,61,NA,525,1998,6,160,"Spring"
"526",102,39,10,68,NA,526,1998,6,161,"Spring"
"527",100,39,7,68,NA,527,1998,6,162,"Spring"
"528",108,47,8,74,NA,528,1998,6,163,"Spring"
"529",104,48,6,69,NA,529,1998,6,164,"Spring"
"530",92,41,8,67,NA,530,1998,6,165,"Spring"
"531",93,42,9,70,NA,531,1998,6,166,"Spring"
"532",101,41,6,70,NA,532,1998,6,167,"Spring"
"533",99,51,7,73,NA,533,1998,6,168,"Spring"
"534",124,53,10,77,NA,534,1998,6,169,"Spring"
"535",97,36,17,73,NA,535,1998,6,170,"Spring"
"536",104,46,7,78,NA,536,1998,6,171,"Spring"
"537",102,43,9,79,NA,537,1998,6,172,"Spring"
"538",90,43,6,74,NA,538,1998,6,173,"Spring"
"539",84,32,4,74,NA,539,1998,6,174,"Spring"
"540",107,42,7,83,NA,540,1998,6,175,"Spring"
"541",115,47,8,83,NA,541,1998,6,176,"Spring"
"542",103,49,11,79,NA,542,1998,6,177,"Spring"
"543",116,62,4,82,NA,543,1998,6,178,"Spring"
"544",104,55,8,78,NA,544,1998,6,179,"Spring"
"545",116,46,13,77,NA,545,1998,6,180,"Spring"
"546",96,47,5,74,NA,546,1998,6,181,"Spring"
"547",86,34,6,70,NA,547,1998,7,182,"Summer"
"548",98,37,20,73,NA,548,1998,7,183,"Summer"
"549",92,33,7,79,NA,549,1998,7,184,"Summer"
"550",105,39,8,69,NA,550,1998,7,185,"Summer"
"551",77,35,5,70,NA,551,1998,7,186,"Summer"
"552",105,46,8,78,NA,552,1998,7,187,"Summer"
"553",103,48,15,72,NA,553,1998,7,188,"Summer"
"554",104,44,9,74,NA,554,1998,7,189,"Summer"
"555",91,34,6,75,NA,555,1998,7,190,"Summer"
"556",80,36,6,73,NA,556,1998,7,191,"Summer"
"557",110,43,10,71,NA,557,1998,7,192,"Summer"
"558",95,35,6,71,NA,558,1998,7,193,"Summer"
"559",99,46,10,73,NA,559,1998,7,194,"Summer"
"560",101,42,6,78,NA,560,1998,7,195,"Summer"
"561",85,31,8,79,NA,561,1998,7,196,"Summer"
"562",105,45,8,80,NA,562,1998,7,197,"Summer"
"563",127,64,5,75,NA,563,1998,7,198,"Summer"
"564",103,33,9,77,NA,564,1998,7,199,"Summer"
"565",94,37,8,81,NA,565,1998,7,200,"Summer"
"566",90,35,11,79,NA,566,1998,7,201,"Summer"
"567",112,56,8,85,NA,567,1998,7,202,"Summer"
"568",111,44,9,76,NA,568,1998,7,203,"Summer"
"569",100,46,8,73,NA,569,1998,7,204,"Summer"
"570",104,56,7,72,NA,570,1998,7,205,"Summer"
"571",107,48,6,70,NA,571,1998,7,206,"Summer"
"572",117,40,10,70,NA,572,1998,7,207,"Summer"
"573",109,51,5,74,NA,573,1998,7,208,"Summer"
"574",103,46,6,79,NA,574,1998,7,209,"Summer"
"575",113,47,11,77,NA,575,1998,7,210,"Summer"
"576",101,36,4,72,NA,576,1998,7,211,"Summer"
"577",100,34,7,71,NA,577,1998,7,212,"Summer"
"578",105,36,14,72,NA,578,1998,8,213,"Summer"
"579",90,40,8,72,NA,579,1998,8,214,"Summer"
"580",109,38,6,78,NA,580,1998,8,215,"Summer"
"581",101,42,6,70,NA,581,1998,8,216,"Summer"
"582",96,46,9,76,NA,582,1998,8,217,"Summer"
"583",138,52,14,78,NA,583,1998,8,218,"Summer"
"584",116,38,9,75,NA,584,1998,8,219,"Summer"
"585",81,25,6,77,NA,585,1998,8,220,"Summer"
"586",81,33,7,77,NA,586,1998,8,221,"Summer"
"587",93,30,3,76,NA,587,1998,8,222,"Summer"
"588",96,49,8,71,NA,588,1998,8,223,"Summer"
"589",109,39,13,70,NA,589,1998,8,224,"Summer"
"590",98,36,8,71,NA,590,1998,8,225,"Summer"
"591",108,44,11,71,NA,591,1998,8,226,"Summer"
"592",93,35,10,71,NA,592,1998,8,227,"Summer"
"593",90,47,8,72,NA,593,1998,8,228,"Summer"
"594",111,55,12,75,NA,594,1998,8,229,"Summer"
"595",101,47,8,68,NA,595,1998,8,230,"Summer"
"596",104,39,4,69,NA,596,1998,8,231,"Summer"
"597",143,57,17,73,NA,597,1998,8,232,"Summer"
"598",101,41,10,80,NA,598,1998,8,233,"Summer"
"599",105,50,2,78,NA,599,1998,8,234,"Summer"
"600",104,52,7,81,NA,600,1998,8,235,"Summer"
"601",91,41,10,76,NA,601,1998,8,236,"Summer"
"602",103,32,6,76,NA,602,1998,8,237,"Summer"
"603",107,29,14,73,NA,603,1998,8,238,"Summer"
"604",111,50,11,72,NA,604,1998,8,239,"Summer"
"605",102,45,9,69,NA,605,1998,8,240,"Summer"
"606",92,43,8,76,NA,606,1998,8,241,"Summer"
"607",109,55,5,70,NA,607,1998,8,242,"Summer"
"608",119,54,8,69,NA,608,1998,8,243,"Summer"
"609",110,46,4,69,NA,609,1998,9,244,"Summer"
"610",91,38,13,65,NA,610,1998,9,245,"Summer"
"611",107,45,10,68,NA,611,1998,9,246,"Summer"
"612",99,45,7,69,NA,612,1998,9,247,"Summer"
"613",96,44,5,70,NA,613,1998,9,248,"Summer"
"614",122,42,6,81,NA,614,1998,9,249,"Summer"
"615",110,42,10,66,NA,615,1998,9,250,"Summer"
"616",90,46,11,63,NA,616,1998,9,251,"Summer"
"617",98,48,7,63,NA,617,1998,9,252,"Summer"
"618",104,38,9,63,NA,618,1998,9,253,"Summer"
"619",100,46,11,71,NA,619,1998,9,254,"Summer"
"620",117,49,11,74,NA,620,1998,9,255,"Summer"
"621",99,45,9,74,NA,621,1998,9,256,"Summer"
"622",107,48,6,72,NA,622,1998,9,257,"Summer"
"623",114,40,9,70,NA,623,1998,9,258,"Summer"
"624",97,37,11,72,NA,624,1998,9,259,"Summer"
"625",100,40,7,68,NA,625,1998,9,260,"Summer"
"626",106,38,5,68,NA,626,1998,9,261,"Summer"
"627",103,46,9,72,NA,627,1998,9,262,"Summer"
"628",107,46,9,76,NA,628,1998,9,263,"Summer"
"629",114,49,9,63,NA,629,1998,9,264,"Summer"
"630",87,33,9,58,NA,630,1998,9,265,"Summer"
"631",124,54,10,56,NA,631,1998,9,266,"Summer"
"632",113,52,11,59,NA,632,1998,9,267,"Summer"
"633",100,40,8,66,NA,633,1998,9,268,"Summer"
"634",113,41,11,79,NA,634,1998,9,269,"Summer"
"635",102,33,9,73,NA,635,1998,9,270,"Summer"
"636",105,39,7,63,NA,636,1998,9,271,"Summer"
"637",105,37,8,63,NA,637,1998,9,272,"Summer"
"638",96,51,10,64,NA,638,1998,9,273,"Summer"
"639",94,33,5,53,NA,639,1998,10,274,"Autumn"
"640",103,41,5,49,NA,640,1998,10,275,"Autumn"
"641",111,51,7,55,NA,641,1998,10,276,"Autumn"
"642",91,42,10,60,NA,642,1998,10,277,"Autumn"
"643",122,46,10,65,NA,643,1998,10,278,"Autumn"
"644",98,31,9,65,NA,644,1998,10,279,"Autumn"
"645",104,50,4,56,NA,645,1998,10,280,"Autumn"
"646",105,44,10,54,NA,646,1998,10,281,"Autumn"
"647",84,36,10,53,NA,647,1998,10,282,"Autumn"
"648",112,48,11,53,NA,648,1998,10,283,"Autumn"
"649",118,47,14,56,NA,649,1998,10,284,"Autumn"
"650",122,52,6,60,NA,650,1998,10,285,"Autumn"
"651",113,47,7,49,NA,651,1998,10,286,"Autumn"
"652",99,42,13,48,NA,652,1998,10,287,"Autumn"
"653",110,48,10,58,NA,653,1998,10,288,"Autumn"
"654",103,46,9,68,NA,654,1998,10,289,"Autumn"
"655",104,43,8,67,NA,655,1998,10,290,"Autumn"
"656",94,35,12,57,NA,656,1998,10,291,"Autumn"
"657",102,47,6,52,NA,657,1998,10,292,"Autumn"
"658",102,44,4,50,NA,658,1998,10,293,"Autumn"
"659",108,44,13,48,NA,659,1998,10,294,"Autumn"
"660",98,38,11,45,NA,660,1998,10,295,"Autumn"
"661",120,54,8,52,NA,661,1998,10,296,"Autumn"
"662",114,44,9,54,NA,662,1998,10,297,"Autumn"
"663",120,49,11,55,NA,663,1998,10,298,"Autumn"
"664",114,52,9,62,NA,664,1998,10,299,"Autumn"
"665",130,62,6,63,NA,665,1998,10,300,"Autumn"
"666",108,48,13,54,NA,666,1998,10,301,"Autumn"
"667",91,32,9,52,NA,667,1998,10,302,"Autumn"
"668",97,36,4,61,NA,668,1998,10,303,"Autumn"
"669",101,43,8,57,NA,669,1998,10,304,"Autumn"
"670",105,42,10,54,NA,670,1998,11,305,"Autumn"
"671",102,38,12,49,NA,671,1998,11,306,"Autumn"
"672",112,50,9,41,NA,672,1998,11,307,"Autumn"
"673",116,60,12,37,NA,673,1998,11,308,"Autumn"
"674",120,48,5,39,NA,674,1998,11,309,"Autumn"
"675",99,38,7,38,NA,675,1998,11,310,"Autumn"
"676",113,50,6,35,NA,676,1998,11,311,"Autumn"
"677",110,50,6,37,NA,677,1998,11,312,"Autumn"
"678",97,46,6,43,NA,678,1998,11,313,"Autumn"
"679",124,47,9,52,NA,679,1998,11,314,"Autumn"
"680",108,57,4,41,NA,680,1998,11,315,"Autumn"
"681",119,49,10,40,NA,681,1998,11,316,"Autumn"
"682",123,45,13,43,NA,682,1998,11,317,"Autumn"
"683",111,53,10,50,NA,683,1998,11,318,"Autumn"
"684",96,40,6,43,NA,684,1998,11,319,"Autumn"
"685",102,35,12,48,NA,685,1998,11,320,"Autumn"
"686",109,52,9,42,NA,686,1998,11,321,"Autumn"
"687",123,41,14,48,NA,687,1998,11,322,"Autumn"
"688",114,45,10,45,NA,688,1998,11,323,"Autumn"
"689",114,50,9,31,NA,689,1998,11,324,"Autumn"
"690",116,54,4,34,NA,690,1998,11,325,"Autumn"
"691",105,50,6,49,NA,691,1998,11,326,"Autumn"
"692",101,40,7,50,NA,692,1998,11,327,"Autumn"
"693",110,43,11,46,NA,693,1998,11,328,"Autumn"
"694",117,43,8,50,NA,694,1998,11,329,"Autumn"
"695",103,44,10,50,NA,695,1998,11,330,"Autumn"
"696",94,44,6,48,NA,696,1998,11,331,"Autumn"
"697",123,59,11,54,NA,697,1998,11,332,"Autumn"
"698",106,40,7,63,NA,698,1998,11,333,"Autumn"
"699",102,43,9,52,NA,699,1998,11,334,"Autumn"
"700",100,50,11,45,NA,700,1998,12,335,"Autumn"
"701",112,46,8,55,NA,701,1998,12,336,"Autumn"
"702",104,43,11,61,NA,702,1998,12,337,"Autumn"
"703",117,54,8,61,NA,703,1998,12,338,"Autumn"
"704",113,56,5,59,NA,704,1998,12,339,"Autumn"
"705",103,37,10,50,NA,705,1998,12,340,"Autumn"
"706",99,42,5,39,NA,706,1998,12,341,"Autumn"
"707",130,59,15,38,NA,707,1998,12,342,"Autumn"
"708",105,44,7,39,NA,708,1998,12,343,"Autumn"
"709",99,45,7,35,NA,709,1998,12,344,"Autumn"
"710",108,51,8,39,NA,710,1998,12,345,"Autumn"
"711",112,46,11,38,NA,711,1998,12,346,"Autumn"
"712",109,40,7,38,NA,712,1998,12,347,"Autumn"
"713",125,52,14,36,NA,713,1998,12,348,"Autumn"
"714",113,49,15,44,NA,714,1998,12,349,"Autumn"
"715",125,50,10,37,NA,715,1998,12,350,"Autumn"
"716",124,55,12,32,NA,716,1998,12,351,"Autumn"
"717",119,36,14,43,NA,717,1998,12,352,"Autumn"
"718",126,45,13,35,NA,718,1998,12,353,"Autumn"
"719",107,34,11,31,NA,719,1998,12,354,"Autumn"
"720",126,60,11,23,NA,720,1998,12,355,"Autumn"
"721",120,57,17,10,NA,721,1998,12,356,"Autumn"
"722",109,54,8,17,NA,722,1998,12,357,"Autumn"
"723",140,65,10,19,NA,723,1998,12,358,"Autumn"
"724",130,52,16,25,NA,724,1998,12,359,"Autumn"
"725",138,66,15,26,NA,725,1998,12,360,"Autumn"
"726",125,52,14,36,NA,726,1998,12,361,"Autumn"
"727",156,64,20,29,NA,727,1998,12,362,"Autumn"
"728",120,48,14,22,NA,728,1998,12,363,"Autumn"
"729",99,41,8,7,NA,729,1998,12,364,"Autumn"
"730",141,67,9,13,NA,730,1998,12,365,"Autumn"
"731",136,54,12,14,NA,731,1999,1,1,"Winter"
"732",147,62,12,22,NA,732,1999,1,2,"Winter"
"733",136,69,5,16,NA,733,1999,1,3,"Winter"
"734",128,65,6,-2,NA,734,1999,1,4,"Winter"
"735",126,54,12,1,NA,735,1999,1,5,"Winter"
"736",128,57,11,12,NA,736,1999,1,6,"Winter"
"737",154,72,9,1,NA,737,1999,1,7,"Winter"
"738",153,76,8,16,NA,738,1999,1,8,"Winter"
"739",113,56,16,4,NA,739,1999,1,9,"Winter"
"740",138,61,12,6,NA,740,1999,1,10,"Winter"
"741",150,79,14,5,NA,741,1999,1,11,"Winter"
"742",146,68,20,20,NA,742,1999,1,12,"Winter"
"743",137,60,8,20,NA,743,1999,1,13,"Winter"
"744",139,68,18,18,NA,744,1999,1,14,"Winter"
"745",118,44,19,23,NA,745,1999,1,15,"Winter"
"746",138,56,11,30,NA,746,1999,1,16,"Winter"
"747",93,39,11,28,NA,747,1999,1,17,"Winter"
"748",140,58,10,29,NA,748,1999,1,18,"Winter"
"749",118,50,12,27,NA,749,1999,1,19,"Winter"
"750",162,61,9,30,NA,750,1999,1,20,"Winter"
"751",138,69,9,37,NA,751,1999,1,21,"Winter"
"752",137,63,10,42,NA,752,1999,1,22,"Winter"
"753",136,62,15,39,NA,753,1999,1,23,"Winter"
"754",136,64,13,33,NA,754,1999,1,24,"Winter"
"755",148,59,18,28,NA,755,1999,1,25,"Winter"
"756",135,67,8,29,NA,756,1999,1,26,"Winter"
"757",120,47,11,42,NA,757,1999,1,27,"Winter"
"758",107,51,9,33,NA,758,1999,1,28,"Winter"
"759",133,50,17,33,NA,759,1999,1,29,"Winter"
"760",137,66,10,34,NA,760,1999,1,30,"Winter"
"761",119,41,19,36,NA,761,1999,1,31,"Winter"
"762",117,47,12,40,NA,762,1999,2,32,"Winter"
"763",131,54,12,38,NA,763,1999,2,33,"Winter"
"764",126,55,13,41,NA,764,1999,2,34,"Winter"
"765",143,67,11,31,NA,765,1999,2,35,"Winter"
"766",113,53,10,31,NA,766,1999,2,36,"Winter"
"767",145,48,14,40,NA,767,1999,2,37,"Winter"
"768",143,57,9,33,NA,768,1999,2,38,"Winter"
"769",134,56,17,37,NA,769,1999,2,39,"Winter"
"770",139,54,20,44,NA,770,1999,2,40,"Winter"
"771",145,58,14,44,NA,771,1999,2,41,"Winter"
"772",136,66,10,49,NA,772,1999,2,42,"Winter"
"773",135,68,16,23,NA,773,1999,2,43,"Winter"
"774",137,66,11,23,NA,774,1999,2,44,"Winter"
"775",138,50,14,34,NA,775,1999,2,45,"Winter"
"776",147,72,15,45,NA,776,1999,2,46,"Winter"
"777",125,64,9,39,NA,777,1999,2,47,"Winter"
"778",150,60,14,27,NA,778,1999,2,48,"Winter"
"779",142,65,14,29,NA,779,1999,2,49,"Winter"
"780",137,64,14,28,NA,780,1999,2,50,"Winter"
"781",145,59,14,25,NA,781,1999,2,51,"Winter"
"782",124,54,21,28,NA,782,1999,2,52,"Winter"
"783",136,66,11,26,NA,783,1999,2,53,"Winter"
"784",133,66,12,29,NA,784,1999,2,54,"Winter"
"785",130,61,9,27,NA,785,1999,2,55,"Winter"
"786",155,61,15,33,NA,786,1999,2,56,"Winter"
"787",149,63,13,36,NA,787,1999,2,57,"Winter"
"788",140,70,13,43,NA,788,1999,2,58,"Winter"
"789",114,48,15,37,NA,789,1999,2,59,"Winter"
"790",138,55,18,38,NA,790,1999,3,60,"Winter"
"791",137,53,16,37,NA,791,1999,3,61,"Winter"
"792",158,72,12,31,NA,792,1999,3,62,"Winter"
"793",142,66,19,30,NA,793,1999,3,63,"Winter"
"794",130,54,8,35,NA,794,1999,3,64,"Winter"
"795",112,33,13,25,NA,795,1999,3,65,"Winter"
"796",109,47,15,21,NA,796,1999,3,66,"Winter"
"797",126,61,21,24,NA,797,1999,3,67,"Winter"
"798",152,70,12,29,NA,798,1999,3,68,"Winter"
"799",123,55,14,29,NA,799,1999,3,69,"Winter"
"800",124,50,18,28,NA,800,1999,3,70,"Winter"
"801",117,50,15,27,NA,801,1999,3,71,"Winter"
"802",132,45,19,28,NA,802,1999,3,72,"Winter"
"803",124,57,10,32,NA,803,1999,3,73,"Winter"
"804",155,71,16,31,NA,804,1999,3,74,"Winter"
"805",132,57,10,43,NA,805,1999,3,75,"Winter"
"806",130,40,23,50,NA,806,1999,3,76,"Winter"
"807",114,45,14,38,NA,807,1999,3,77,"Winter"
"808",135,59,16,36,NA,808,1999,3,78,"Winter"
"809",141,63,13,39,NA,809,1999,3,79,"Winter"
"810",137,60,11,38,NA,810,1999,3,80,"Winter"
"811",142,51,11,36,NA,811,1999,3,81,"Winter"
"812",120,48,11,38,NA,812,1999,3,82,"Winter"
"813",121,44,17,35,NA,813,1999,3,83,"Winter"
"814",147,49,18,32,NA,814,1999,3,84,"Winter"
"815",143,69,11,35,NA,815,1999,3,85,"Winter"
"816",103,45,7,41,NA,816,1999,3,86,"Winter"
"817",113,45,9,43,NA,817,1999,3,87,"Winter"
"818",115,40,10,48,NA,818,1999,3,88,"Winter"
"819",116,44,8,55,NA,819,1999,3,89,"Winter"
"820",122,59,7,60,NA,820,1999,3,90,"Winter"
"821",113,42,12,58,NA,821,1999,4,91,"Spring"
"822",115,54,6,64,NA,822,1999,4,92,"Spring"
"823",117,48,11,63,NA,823,1999,4,93,"Spring"
"824",97,42,9,56,NA,824,1999,4,94,"Spring"
"825",108,49,11,50,NA,825,1999,4,95,"Spring"
"826",108,51,6,53,NA,826,1999,4,96,"Spring"
"827",127,63,4,55,NA,827,1999,4,97,"Spring"
"828",122,48,11,55,NA,828,1999,4,98,"Spring"
"829",126,57,13,45,NA,829,1999,4,99,"Spring"
"830",108,47,8,47,NA,830,1999,4,100,"Spring"
"831",114,55,9,46,NA,831,1999,4,101,"Spring"
"832",113,53,6,45,NA,832,1999,4,102,"Spring"
"833",120,50,13,50,NA,833,1999,4,103,"Spring"
"834",101,40,13,49,NA,834,1999,4,104,"Spring"
"835",119,54,15,49,NA,835,1999,4,105,"Spring"
"836",121,52,3,44,NA,836,1999,4,106,"Spring"
"837",120,51,8,44,NA,837,1999,4,107,"Spring"
"838",108,45,11,42,NA,838,1999,4,108,"Spring"
"839",106,46,11,42,NA,839,1999,4,109,"Spring"
"840",117,50,11,45,NA,840,1999,4,110,"Spring"
"841",111,50,9,54,NA,841,1999,4,111,"Spring"
"842",100,39,8,48,NA,842,1999,4,112,"Spring"
"843",116,47,9,43,NA,843,1999,4,113,"Spring"
"844",119,42,13,44,NA,844,1999,4,114,"Spring"
"845",90,36,8,48,NA,845,1999,4,115,"Spring"
"846",103,37,8,51,NA,846,1999,4,116,"Spring"
"847",113,49,10,50,NA,847,1999,4,117,"Spring"
"848",113,46,6,51,NA,848,1999,4,118,"Spring"
"849",109,48,11,52,NA,849,1999,4,119,"Spring"
"850",104,45,8,51,NA,850,1999,4,120,"Spring"
"851",106,54,5,56,NA,851,1999,5,121,"Spring"
"852",94,37,9,58,NA,852,1999,5,122,"Spring"
"853",114,43,5,64,NA,853,1999,5,123,"Spring"
"854",144,58,9,67,NA,854,1999,5,124,"Spring"
"855",102,41,8,70,NA,855,1999,5,125,"Spring"
"856",89,42,10,58,NA,856,1999,5,126,"Spring"
"857",103,39,9,56,NA,857,1999,5,127,"Spring"
"858",116,43,10,53,NA,858,1999,5,128,"Spring"
"859",97,38,9,51,NA,859,1999,5,129,"Spring"
"860",102,54,3,58,NA,860,1999,5,130,"Spring"
"861",132,45,8,67,NA,861,1999,5,131,"Spring"
"862",100,36,5,62,NA,862,1999,5,132,"Spring"
"863",102,33,13,51,NA,863,1999,5,133,"Spring"
"864",101,39,11,53,NA,864,1999,5,134,"Spring"
"865",107,49,10,60,NA,865,1999,5,135,"Spring"
"866",96,41,6,69,NA,866,1999,5,136,"Spring"
"867",116,42,11,69,NA,867,1999,5,137,"Spring"
"868",93,45,8,61,NA,868,1999,5,138,"Spring"
"869",104,45,8,61,NA,869,1999,5,139,"Spring"
"870",95,32,5,64,NA,870,1999,5,140,"Spring"
"871",118,55,6,66,NA,871,1999,5,141,"Spring"
"872",91,37,4,59,NA,872,1999,5,142,"Spring"
"873",88,33,8,60,NA,873,1999,5,143,"Spring"
"874",114,41,4,51,NA,874,1999,5,144,"Spring"
"875",114,49,11,56,NA,875,1999,5,145,"Spring"
"876",95,39,4,60,NA,876,1999,5,146,"Spring"
"877",96,39,6,64,NA,877,1999,5,147,"Spring"
"878",108,46,8,75,NA,878,1999,5,148,"Spring"
"879",94,40,8,76,NA,879,1999,5,149,"Spring"
"880",109,43,6,70,NA,880,1999,5,150,"Spring"
"881",102,41,8,73,NA,881,1999,5,151,"Spring"
"882",110,39,6,65,NA,882,1999,6,152,"Spring"
"883",124,60,9,64,NA,883,1999,6,153,"Spring"
"884",85,28,12,58,NA,884,1999,6,154,"Spring"
"885",114,46,7,64,NA,885,1999,6,155,"Spring"
"886",108,40,9,75,NA,886,1999,6,156,"Spring"
"887",107,43,12,80,NA,887,1999,6,157,"Spring"
"888",98,38,8,81,NA,888,1999,6,158,"Spring"
"889",120,42,11,80,NA,889,1999,6,159,"Spring"
"890",107,49,11,79,NA,890,1999,6,160,"Spring"
"891",111,54,11,79,NA,891,1999,6,161,"Spring"
"892",94,40,4,78,NA,892,1999,6,162,"Spring"
"893",88,36,9,75,NA,893,1999,6,163,"Spring"
"894",114,47,9,65,NA,894,1999,6,164,"Spring"
"895",99,47,8,66,NA,895,1999,6,165,"Spring"
"896",102,53,7,58,NA,896,1999,6,166,"Spring"
"897",102,46,11,61,NA,897,1999,6,167,"Spring"
"898",85,36,6,57,NA,898,1999,6,168,"Spring"
"899",101,34,7,59,NA,899,1999,6,169,"Spring"
"900",97,42,8,68,NA,900,1999,6,170,"Spring"
"901",101,45,9,67,NA,901,1999,6,171,"Spring"
"902",123,59,9,72,NA,902,1999,6,172,"Spring"
"903",97,45,5,74,NA,903,1999,6,173,"Spring"
"904",111,46,5,76,NA,904,1999,6,174,"Spring"
"905",89,38,6,76,NA,905,1999,6,175,"Spring"
"906",105,43,7,75,NA,906,1999,6,176,"Spring"
"907",95,42,9,76,NA,907,1999,6,177,"Spring"
"908",106,54,7,78,NA,908,1999,6,178,"Spring"
"909",94,39,13,77,NA,909,1999,6,179,"Spring"
"910",94,38,6,66,NA,910,1999,6,180,"Spring"
"911",98,40,7,68,NA,911,1999,6,181,"Spring"
"912",114,47,11,74,NA,912,1999,7,182,"Summer"
"913",98,34,6,77,NA,913,1999,7,183,"Summer"
"914",111,49,6,84,NA,914,1999,7,184,"Summer"
"915",90,38,7,86,NA,915,1999,7,185,"Summer"
"916",104,44,7,87,NA,916,1999,7,186,"Summer"
"917",113,47,4,79,NA,917,1999,7,187,"Summer"
"918",116,38,14,75,NA,918,1999,7,188,"Summer"
"919",89,44,5,76,NA,919,1999,7,189,"Summer"
"920",105,46,8,76,NA,920,1999,7,190,"Summer"
"921",89,42,8,64,NA,921,1999,7,191,"Summer"
"922",83,36,8,67,NA,922,1999,7,192,"Summer"
"923",99,39,5,68,NA,923,1999,7,193,"Summer"
"924",103,46,3,70,NA,924,1999,7,194,"Summer"
"925",133,36,13,74,NA,925,1999,7,195,"Summer"
"926",93,40,4,78,NA,926,1999,7,196,"Summer"
"927",115,48,4,82,NA,927,1999,7,197,"Summer"
"928",122,51,8,75,NA,928,1999,7,198,"Summer"
"929",89,39,4,77,NA,929,1999,7,199,"Summer"
"930",96,41,7,79,NA,930,1999,7,200,"Summer"
"931",115,54,10,76,NA,931,1999,7,201,"Summer"
"932",98,47,6,83,NA,932,1999,7,202,"Summer"
